"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 1
,,,,,,,,,,,,03-01-24,"2,217",,
113,104EME002-01,Emergent Technology Solutions,"1,438",305,NNN,"1,320.00",.92,371.58,,12-01-17,11-30-23,,,Holdover,10.00
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,12-01-21,"1,360",,
,,,,,,,,,,,,12-01-22,"1,410",,
,,,,,,,,,,,,12-01-23,"2,115",,
114,104KIN004-01,Kings Auto Supplies LLC,"1,412",305,NNN,"1,164.00",.82,364.86,,05-01-10,07-31-22,,,Holdover,10.00
,,,,,,,,,,,,08-01-21,"1,200",,
,,,,,,,,,,,,08-01-22,"1,800",,
115,104HUN005-01,Huntington Pool Service,"1,412",305,NNN,"1,236.00",.88,364.86,,08-01-16,09-30-22,,,Holdover,10.00
,,,,,,,,,,,,10-01-21,"1,270",,
,,,,,,,,,,,,10-01-22,"1,905",,
116,104CAL028-01,CalCoast Ophthalmic Instrument,"1,412",305,NNN,"1,341.00",.95,364.86,,12-01-18,12-31-22,,,Holdover,10.00
,,,,,,,,,,,,01-01-22,"1,381",,
,,,,,,,,,,,,01-01-23,"2,072",,
117,104LIF002-01,LifeSource Water Systems,"1,412",305,NNN,"1,200.00",.85,364.86,,,,,,Holdover,10.00
,,,,,,,,,,04-01-20,03-31-23,,,Holdover,
,,,,,,,,,,,,04-01-21,"1,248",,
,,,,,,,,,,,,04-01-22,"1,298",,
,,,,,,,,,,,,04-01-23,"1,947",,

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 30
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 104-01 10463 Grantline Road,,,,,,,,,
,,,,,,,"Elk Grove, CA 95624",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
10463 Grantline Rd.,,,,,,,,,,,,,,,
118,104CLI001-01,"Climate Solutions, LLC","1,412",305,NNN,"1,271.00",.90,364.86,,08-01-19,07-31-21,,,Holdover,10.00
,,,,,,,,,,,,08-01-21,"1,907",,
119,104SID004-01,Mohammad Siddique,"1,412",305,NNN,"1,341.00",.95,364.86,,01-01-21,12-31-21,,,Holdover,10.00
,,,,,,,,,,01-01-21,12-31-21,,,,
,,,,,,,,,,,,01-01-22,"2,012",,
120,104VIN003-01,Aral & Artika Vinod,"1,412",305,,"1,200.00",.85,364.86,,,,,,Holdover,10.00
,,,,,,,,,,07-15-20,07-31-22,,,Holdover,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,08-01-21,"1,236",,
,,,,,,,,,,,,08-01-22,"1,854",,
121,104TEA003-02,"Team Outfitters, LLC","1,412",305,NNN,"1,316.00",.93,364.86,,02-01-14,08-31-21,,,Holdover,10.00
,,,,,,,,,,,,09-01-21,"1,974",,
122,104DYN001-01,Dynamic Servo Repair/HSD,"1,412",305,NNN,"1,248.00",.88,364.86,,07-01-19,06-30-23,,,Holdover,10.00
,,,,,,,,,,,,07-01-21,"1,298",,
,,,,,,,,,,,,07-01-22,"1,350",,
,,,,,,,,,,,,07-01-23,"2,025",,
123,104FLO003-02,DR Design & Remodel,"1,412",305,NNN,"1,170.00",.83,364.86,,01-01-13,02-29-24,,,Holdover,10.00
,,,,,,,,,,,,03-01-22,"1,205",,
,,,,,,,,,,,,03-01-23,"1,241",,
,,,,,,,,,,,,03-01-24,"1,862",,
124,104GRE007-01,Green Packing Supply,"1,342",255,NNN,"1,208.00",.90,346.77,,03-01-16,03-31-21,,,Holdover,10.00
,,,,,,,,,,,,04-01-21,"1,812",,
Property 104-01-02 Summary Totals:,,,"33,800","6,763",,"27,289.00",,"7,997.45",.00,,,,,,210.00
Park Totals:,,,"47,240","10,114",,"42,580.00","11,470.36",,"1,153.10",,,,,,323.00

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 31
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 108-01 1008 S Street,,,,,,,,,
,,,,,,,"Sacramenro, CA 95814",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
1008 S Street,,,,,,,,,,,,,,,
A,108MIC004-01,"Kevin Michael Salon, Inc.",520,520,MG,"1,502.00",2.89,,,03-15-19,03-31-22,,,Holdover,
,,,,,,,,,,,,04-01-21,"1,577",,
,,,,,,,,,,,,04-01-22,"2,366",,
B,108PER007-01,Personal Touch Esthetics,520,520,FS,"1,607.00",3.09,,,,,,,Holdover,
,,,,,,,,,,01-01-20,12-31-22,,,Holdover,
,,,,,,,,,,,,01-01-22,"1,655",,
,,,,,,,,,,,,01-01-23,"2,483",,
C,108LAZ001-01,Claudia Lazaro / Izta Bonita,520,520,MG,"1,391.00",2.68,,50.00,07-01-19,06-30-22,,,Holdover,
,,,,,,,,,,,,07-01-21,"1,432",,
,,,,,,,,,,,,07-01-22,"2,148",,
Property 108-01-01 Summary Totals:,,,"1,560","1,560",,"4,500.00",,.00,50.00,,,,,,.00
1010 S Street,,,,,,,,,,,,,,,
A,108ENG002-01,Jude Engelhard,520,520,MG,"1,379.00",2.65,7.07,49.99,09-01-17,09-30-24,,,Holdover,
,,,,,,,,,,,,10-01-21,"1,407",,
,,,,,,,,,,,,10-01-22,"1,435",,
,,,,,,,,,,,,10-01-23,"1,464",,
,,,,,,,,,,,,10-01-24,"2,196",,
Property 108-01-02 Summary Totals:,,,520,520,,"1,379.00",,7.07,49.99,,,,,,.00
1012 S Street,,,,,,,,,,,,,,,
A,108GAN002-01,Jennifer Gannon/Erica Wilmoth,520,520,MG,"1,927.50",3.71,,50.00,11-01-07,01-31-21,,,Holdover,
Property 108-01-03 Summary Totals:,,,520,520,,"1,927.50",,.00,50.00,,,,,,.00
1014 S Street,,,,,,,,,,,,,,,
A,108MUJ001-01,Lima Mujadedi dba Healthy Glow,520,520,MG,"1,560.00",3.00,,,,,,,Holdover,
,,,,,,,,,,10-15-20,10-31-21,,,Holdover,
,,,,,,,,,,,,11-01-21,"2,340",,
B,108REF001-01,Refresh Your Soul,520,520,MG,"1,144.00",2.20,7.07,,07-01-15,07-31-21,,,Holdover,
,,,,,,,,,,,,08-01-21,"1,716",,
Property 108-01-04 Summary Totals:,,,"1,040","1,040",,"2,704.00",,7.07,.00,,,,,,.00
,,,"3,640","3,640",,"10,510.50",,14.14,149.99,,,,,,.00
Park Totals:,,,,,,,,,,,,,,,

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 32
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 113-01 11330 Sunco Dr.,,,,,,,,,
,,,,,,,"Rancho Cordova, CA 95670",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
11330 Sunco Dr.,,,,,,,,,,,,,,,
A,VACANT,Since 8-06-2020,"3,150","1,775",,,,,,,,,,Holdover,
B,113PHA001-01,Huu Pham,"3,150",300,NNN,"2,195.00",.70,631.26,,06-01-19,07-31-22,,,Holdover,20.00
,,,,,,,,,,,,,,Renew/Extension,
,,,,,,,,,,,,,,Renewal,
,,,,,,,,,,,,,,Renewal,
,,,,,,,,,,,,,,Renewal,
,,,,,,,,,,,,,,Renewal,
,,,,,,,,,,,,,,Renewal,
,,,,,,,,,,,,,,Termination,
,,,,,,,,,,,,,,Purchase,
,,,,,,,,,,,,08-01-21,"2,283",,
,,,,,,,,,,,,08-01-22,"3,425",,
C,113SMS001-01,"S.M.S. Motor Sports, Inc.","3,150",430,NNN,"2,230.00",.71,631.26,,,,,,Holdover,
,,,,,,,,,,,,,,Termination,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,01-01-95,03-31-22,,,Holdover,
,,,,,,,,,,,,,,Termination,
,,,,,,,,,,,,04-01-21,"2,296",,
,,,,,,,,,,,,04-01-22,"3,444",,
D,113STO004-01,John Stocker Cabinets,"3,150",320,NNN,"2,000.00",.63,631.26,,,,,,Renewal,
,,,,,,,,,,,,,,Renewal,
,,,,,,,,,,,,,,Renewal,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,03-01-19,02-28-22,,,Holdover,
,,,,,,,,,,,,03-01-21,"2,079",,
,,,,,,,,,,,,03-01-22,"3,119",,
Yrd 1,113STO004-01,John Stocker Cabinets,,,NNN,,,,,,,,,,
,,,,,,,,,,03-01-19,02-28-22,,,,
Property 113-01-01 Summary Totals:,,,"12,600","2,825",,"6,425.00",,"1,893.78",.00,,,,,,20.00
11336 Sunco Dr.,,,,,,,,,,,,,,,
A,113PRE013-01,"Premier Logistics & Trans, Inc","3,150","1,830",NNN,"2,349.00",.75,631.26,,,,,,Holdover,20.00
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,10-01-20,09-30-21,,,,
B,113CAP022-01,Capitol Auto Graphics,"6,300",942,NNN,"4,340.00",".69 1,262.52",,,,,,,Holdover,20.00
,,,,,,,,,,12-01-16,03-31-22,,,Holdover,
,,,,,,,,,,,,04-01-21,"4,471",,
,,,,,,,,,,,,04-01-22,"6,707",,
C,113CAP022-01,Capitol Auto Graphics,,640,NNN,,,,,07-01-20,03-31-22,,,Holdover,
D,113MUL002-01,"Mullen Packaging, LLC","3,150",320,NNN,"2,350.00",.75,631.26,,11-12-18,11-30-21,,,Renew/Extension,10.00
,,,,,,,,,,,,12-01-21,"3,525",,

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 33
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 113-01 11336 Sunco Dr.,,,,,,,,,
,,,,,,,"Rancho Cordova, CA 95670",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
11336 Sunco Dr.,,,,,,,,,,,,,,,
Yrd 2 VACANT,,Since 3-31-2018,,,,,,,,,,,,,
Property 113-01-02 Summary Totals:,,,"12,600","3,732",,"9,039.00","2,525.04",,.00,,,,,,50.00
Park Totals:,,,"25,200","6,557",,"15,464.00","4,418.82",,.00,,,,,,70.00

"JACKSON PROPERTIES, INC.",,,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 34
,,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,,Property: 115-01 3443 Ramona Ave.,,,,,,,,,
,,,,,,,,"Sacramento, CA 95826",,,,,,,,
,,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
3443 Ramona Ave.,,,,,,,,,,,,,,,,
21,VACANT115ACE004-01,Since,,"5,283","1,175",NNN,,,,,03-01-21,02-28-26,,,Holdover,
,,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,,03-01-21,"5,036",,
,,,,,,,,,,,,,03-01-22,"5,187",,
,,,,,,,,,,,,,03-01-23,"5,343",,
,,,,,,,,,,,,,03-01-24,"5,503",,
,,,,,,,,,,,,,03-01-25,"5,668",,
,,,,,,,,,,,,,03-01-26,"8,502",,
23,115SWE002-01,Sweet Angels Home Health Prov,,"1,184","1,184",NNN,"1,162.00",.98,332.47,,11-01-11,03-31-22,,,Holdover,25.00
,,,,,,,,,,,,,04-01-21,"1,197",,
,,,,,,,,,,,,,04-01-22,"1,796",,
24,115SWE002-02,Sweet Angels Home Health Prov,,"2,195",,NNN,"2,135.00",.97,523.29,,09-01-18,12-31-21,,,Holdover,20.00
,,,,,,,,,,,,,01-01-22,"3,203",,
25,115SAC016-02,SacMed Training LLC,,"1,580",,NNN,"1,729.00",1.09,443.66,,,,,,Holdover,25.00
,,,,,,,,,,,03-01-12,03-31-22,,,,
,,,,,,,,,,,,,04-01-21,"1,781",,
,,,,,,,,,,,,,04-01-22,"2,672",,
26,115INS002-01,Institute of Div Metaphysical,,"1,775",884,NNN,"1,375.00",.77,423.16,,10-01-12,11-30-23,,,Holdover,
,,,,,,,,,,,,,12-01-21,"1,443",,
,,,,,,,,,,,,,12-01-22,"1,502",,
,,,,,,,,,,,,,12-01-23,"2,165",,
22A,115SAC003-01,Sacramento Youth Symphony,,"1,631","1,631",NNN,"1,468.00",.90,457.98,,,,,,Holdover,40.00
,,,,,,,,,,,05-01-00,01-31-22,,,,
,,,,,,,,,,,,,02-01-22,"2,202",,
22B,115SAC003-01,Sacramento Youth Symphony,,,,NNN,,,,,07-01-01,01-31-22,,,,
27A,115OLD005-01,"Old Tavern Distillery, LLC",,"1,116",,NNN,690.00,.62,266.05,,01-01-16,12-31-20,,,,
27B,115MAN007-01,"Managed Mobile, Inc.",,"1,415",,NNN,963.00,.68,397.33,,04-01-18,03-31-22,,,Holdover,
,,,,,,,,,,,,,04-01-21,991,,
,,,,,,,,,,,,,04-01-22,"1,487",,
Property 115-01-01 Summary Totals:,,,,"16,179","4,874",,"9,522.00",,"2,843.94",.00,,,,,,110.00
3453 Ramona Ave.,,,,,,,,,,,,,,,,
1,115PRE012-01,"Premier Security Group, Inc.",,"2,612","1,561",NNN,"2,129.00",.82,611.99,,07-01-19,06-30-22,,,Holdover,20.00
,,,,,,,,,,,,,07-01-21,"2,220",,
,,,,,,,,,,,,,07-01-22,"3,330",,
2,115REH001-01,Rehman Trader's,,"2,090",646,NNN,"1,881.00",.90,508.08,,,,,,Holdover,20.00
,,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,08-01-20,07-31-21,,,,
,,,,,,,,,,,,,08-01-21,"2,822",,
3,115KMI001-01,"KM Impressions, Inc.",,"1,956",,NNN,"2,250.00",1.15,458.29,,,,,,,20.00
,,,,,,,,,,,09-01-92,03-31-17,,,,
4,115ALL020-01,All,Around Fabrication,"1,944","1,071",NNN,"1,652.00",.85,480.36,,04-01-20,03-31-21,,,Holdover,20.00
,,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,,04-01-21,"2,478",,

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 35
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 115-01 3453 Ramona Ave.,,,,,,,,,
,,,,,,,"Sacramento, CA 95826",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
3453 Ramona Ave.,,,,,,,,,,,,,,,
5,115DOR002-01,Dorris Lumber & Moulding Co.,"2,347","1,048",NNN,"1,910.00",.81,549.90,,08-01-18,08-31-23,,,Holdover,25.00
,,,,,,,,,,,,09-01-21,"1,967",,
,,,,,,,,,,,,09-01-22,"2,026",,
,,,,,,,,,,,,09-01-23,"3,039",,
6,115ADO001-01,Adon Communications,"2,090","1,191",NNN,,,,,08-01-14,08-31-20,,,,
7,115GOL013-01,Golden State Reprographics,"2,399","1,736",NNN,"1,680.00",.70,562.09,,02-01-20,03-31-25,,,Holdover,20.00
,,,,,,,,,,,,04-01-21,"1,730",,
,,,,,,,,,,,,04-01-22,"1,782",,
,,,,,,,,,,,,04-01-23,"1,836",,
,,,,,,,,,,,,04-01-24,"1,891",,
,,,,,,,,,,,,04-01-25,"2,837",,
9,115ESS001-01,ESS Environmental,498,498,NNN,650.00,1.31,137.85,,10-01-15,09-30-21,,,Holdover,20.00
,,,,,,,,,,,,10-01-21,975,,
10,VACANT,Since 9-05-2017,"1,393","1,393",,,,,,,,,,,
11,115SAC022-01,Sacto Musicians Union Hall,730,730,NNN,720.00,.99,202.06,,06-01-13,02-28-21,,,Holdover,10.00
,,,,,,,,,,,,,,Termination,
,,,,,,,,,,,,03-01-21,"1,080",,
12,VACANT,Since 8-10-2020,"2,501",936,,,,,,,,,,Holdover,
,,,,,,,,,,,,,,Renew/Extension,
13,115GOL013-01,Golden State Reprographics,,,NNN,,,,,02-01-20,03-31-25,,,,
Property 115-01-02 Summary Totals:,,,"20,560","10,810",,"12,872.00",,"3,510.62",.00,,,,,,155.00
3463 Ramona Ave.,,,,,,,,,,,,,,,
15,115WAY001-01,Way Broadcasting,"1,662","1,662",NNN,"2,275.00",1.37,431.12,,02-01-99,02-29-24,,,Holdover,40.00
,,,,,,,,,,,,03-01-21,"2,320",,
,,,,,,,,,,,,03-01-22,"2,366",,
,,,,,,,,,,,,03-01-23,"2,414",,
,,,,,,,,,,,,03-01-24,"3,621",,
16,115UNI018-01,"United Plus, LLC",919,919,NNN,"1,335.00",1.45,246.48,,,,,,Holdover,20.00
,,,,,,,,,,10-01-20,09-30-21,,,Holdover,
17,115PRE002-01,Precision Micro Analysis,971,971,NNN,"1,170.00",1.20,251.88,,06-01-96,02-28-21,,,Termination,20.00
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,03-01-21,"1,755",,
18,115PAT005-01,"Patriot Framing, LLC","5,624","2,140",NNN,"4,260.00",".76 1,219.84",,,09-01-15,08-31-21,,,Holdover,65.00
,,,,,,,,,,,,09-01-21,"6,390",,
20,VACANT,Since 5-31-2020,"4,137","2,223",,,,,,,,,,Holdover,
Property 115-01-03 Summary Totals:,,,"13,313","7,915",,"9,040.00",,"2,149.33",.00,,,,,,145.00

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 36
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 115-01 3473 Ramona Ave.,,,,,,,,,
,,,,,,,"Sacramento, CA 95826",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
3473 Ramona Ave.,,,,,,,,,,,,,,,
A,115MOT002-01,"Motion Industries, Inc.","11,000","3,370",NNN,"8,218.00",".75 2,021.15",,,05-01-95,08-31-25,,,Holdover,66.00
,,,,,,,,,,,,,,Renew/Extension,
,,,,,,,,,,,,09-01-21,"8,416",,
,,,,,,,,,,,,09-01-22,"8,620",,
,,,,,,,,,,,,09-01-23,"8,830",,
,,,,,,,,,,,,09-01-24,"9,046",,
,,,,,,,,,,,,09-01-25,"13,569",,
Property 115-01-04 Summary Totals:,,,"11,000","3,370",,"8,218.00","2,021.15",,.00,,,,,,66.00
Park Totals:,,,"61,052","26,969",,"39,652.00","10,525.04",,.00,,,,,,476.00

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 37
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 155-01 155 Cadillac Drive,,,,,,,,,
,,,,,,,"Sacramento, CA 95825",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
155 Cadillac Drive,,,,,,,,,,,,,,,
100,155JAC011-01,"Jackson Properties, Inc.","11,362",,FS,"22,724.00","2.00 1,304.44",,,,,,,Holdover,
,,,,,,,,,,08-01-15,11-30-21,,,Renew/Extension,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,12-01-21,"28,405",,
110,155UHS001-01,"UHS Telepsych, LLC","2,574",,FS,"6,306.00",2.45,238.30,,12-23-16,03-31-22,,,Renew/Extension,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,04-01-21,"6,435",,
,,,,,,,,,,,,04-01-22,"8,044",,
120,155CHI010-01,Chicago Title Company,"3,412",,FS,"8,614.00",2.52,230.49,,11-01-17,10-31-22,,,Holdover,
,,,,,,,,,,,,,,Termination,
,,,,,,,,,,,,,,Right 1st Refusl,
,,,,,,,,,,,,11-01-21,"8,829",,
,,,,,,,,,,,,11-01-22,"13,244",,
130,155CHI010-01,Chicago Title Company,143,,FS,,,,,11-01-17,10-31-22,,,,
110 LVACANT,,Since,57,,,,,,,,,,,,
Property 155-01-01 Summary Totals:,,,"17,548",0,,"37,644.00",,"1,773.23",.00,,,,,,.00
Park Totals:,,,"17,548",0,,"37,644.00",,"1,773.23",.00,,,,,,.00

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 38
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 181-01 1875 65th Street,,,,,,,,,
,,,,,,,"Sacramento, CA 95819",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
1875 65th Street,,,,,,,,,,,,,,,
1875,181JAC012-02,"Jackson Hospitality, LLC","69,378",,"NNN 125,000.00",,1.80,,,12-26-17,12-26-27,,,,
Property 181-01-01 Summary Totals:,,,"69,378",0,"125,000.00",,,.00,.00,,,,,,.00
Park Totals:,,,"69,378",0,"125,000.00",,,.00,.00,,,,,,.00

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 39
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 219-01 11430 Sunrise Gold Cir.,,,,,,,,,
,,,,,,,"Rancho Cordova, CA 95742",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
11430 Sunrise Gold Cir.,,,,,,,,,,,,,,,
01,219OCT001-01,"Octane Motorsports, Inc.",972,804,NNN,825.00,.85,222.78,,07-01-17,06-30-21,,,Holdover,20.00
,,,,,,,,,,,,07-01-21,"1,238",,
02,219HER015-01,Heroes In Glass,"1,089",543,NNN,980.00,.90,249.60,,11-01-20,10-31-21,,,Holdover,20.00
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,11-01-21,"1,470",,
03,219NEM001-01,Nemy Cabinets,"4,356",320,NNN,"2,352.00",.54,998.40,,,,,,Holdover,26.00
,,,,,,,,,,01-01-96,12-31-23,,,,
,,,,,,,,,,,,01-01-22,"2,396",,
,,,,,,,,,,,,01-01-23,"2,439",,
,,,,,,,,,,,,01-01-24,"3,659",,
04,219NEM001-01,Nemy Cabinets,,,NNN,,,,,,,,,,
,,,,,,,,,,01-01-96,12-31-23,,,,
05,219NEM001-01,Nemy Cabinets,,,NNN,,,,,,,,,,
,,,,,,,,,,01-01-96,12-31-23,,,,
06,219NEM001-01,Nemy Cabinets,,,NNN,,,,,,,,,,
,,,,,,,,,,01-01-96,12-31-23,,,,
07,219DEL004-01,"Delta City Drywall, Inc.","1,089",160,NNN,965.00,.89,249.60,,01-01-15,03-31-23,,,Holdover,10.00
,,,,,,,,,,,,04-01-21,993,,
,,,,,,,,,,,,04-01-22,"1,023",,
,,,,,,,,,,,,04-01-23,"1,535",,
08,219CCC001-01,CC Cabinet Installation,,,NNN,,,,,12-01-16,12-31-22,,,,
09,219CCC001-01,CC Cabinet Installation,"2,178",320,NNN,"1,742.00",.80,499.20,,,,,,Holdover,20.00
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,09-01-06,12-31-22,,,Termination,
,,,,,,,,,,,,01-01-22,"1,785",,
,,,,,,,,,,,,01-01-23,"2,678",,
10,219GRO003-01,Alex Z. Grozdanic,"1,089",160,NNN,"1,035.00",.95,249.60,,11-01-20,10-31-21,,,Holdover,10.00
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,11-01-21,"1,553",,
11,219DEL006-01,Deluxe MD,"1,089",160,NNN,"1,066.00",.98,249.60,,,,,,Holdover,10.00
,,,,,,,,,,04-01-18,03-31-21,,,,
,,,,,,,,,,,,04-01-21,"1,599",,
12,219SUN006-01,"Sun Medical Technologies, Inc.","1,089",160,NNN,"1,129.00",1.04,249.60,,02-01-18,01-31-22,,,Holdover,10.00
,,,,,,,,,,,,02-01-22,"1,694",,
13,219SOU003-01,"Sound & Signal, Inc.","1,089",160,NNN,"1,055.00",.97,249.60,,06-01-05,06-30-21,,,Holdover,10.00
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,07-01-21,"1,583",,
14,219ROB005-01,"Robert's House Painting, Inc.","1,089",160,NNN,"1,130.00",1.04,249.60,,11-01-19,10-31-20,,,Holdover,10.00

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 40
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 219-01 11430 Sunrise Gold Cir.,,,,,,,,,
,,,,,,,"Rancho Cordova, CA 95742",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
11430 Sunrise Gold Cir.,,,,,,,,,,,,,,,
15,219THO002-02,Thomas Marine Propeller,"1,935",985,NNN,"1,838.00",.95,443.50,,,,,,Holdover,20.00
,,,,,,,,,,02-01-05,01-31-23,,,,
,,,,,,,,,,,,02-01-22,"1,875",,
,,,,,,,,,,,,02-01-23,"2,813",,
